ID	CONCEPT	DOCULECT	COUNTERPART	TOKENS
1292	(sb, sth) be on (e.g. roof, tree)	Donno_So	rà: wɔ̀	r àː # w ɔ̀
1293	(sb) be (somewhere)	Jamsay_Douentza	wɔ̀	w ɔ̀
1294	(sb) be (somewhere)	Perge_Tegu	wɔ̀	w ɔ̀
1295	(sb) be (somewhere)	Togo_Kan	wɔ̀	w ɔ̀
1296	(sb) be (somewhere)	Tommo_So	kɔ̂	k ɔ̂
1297	(sb) be (somewhere)	Tommo_So	wɔ̂	w ɔ̂
1298	(sb) be (somewhere)	Yorno_So	wɔ̀	w ɔ̀
1299	(sb) not be (somewhere), be absent (suffixed)	Bankan_Tey	ŋ̀gǒ:	ŋ̀ ɡ ǒː
1300	(sb) not be (somewhere), be absent (suffixed)	Ben_Tey	ŋ̀gó	ŋ̀ ɡ ó
1301	(sb) not be (somewhere), be absent (suffixed)	Bunoge	ʔórì	ʔ ó r ì
1302	(sb) not be (somewhere), be absent (suffixed)	Dogul_Dom	bùnnú èlé	b ù n n ú # è l é
1303	(sb) not be (somewhere), be absent (suffixed)	Jamsay_Douentza	wɔ̀:rɔ́	w ɔ̀ː r ɔ́
1304	(sb) not be (somewhere), be absent (suffixed)	Mombo	ólì	ó l ì
1305	(sb) not be (somewhere), be absent (suffixed)	Najamba	òndí	ò n d í
1306	(sb) not be (somewhere), be absent (suffixed)	Najamba	òndú	ò n d ú
1307	(sb) not be (somewhere), be absent (suffixed)	Nanga	ŋ̀gó	ŋ̀ ɡ ó
1308	(sb) not be (somewhere), be absent (suffixed)	Penange	wǒl	w ǒ l
1309	(sb) not be (somewhere), be absent (suffixed)	Perge_Tegu	ŋ̀gó	ŋ̀ ɡ ó
1310	(sb) not be (somewhere), be absent (suffixed)	Tebul_Ure	ŋ̀gó	ŋ̀ ɡ ó
1311	(sb) not be (somewhere), be absent (suffixed)	Togo_Kan	wɔ̀:rɔ́	w ɔ̀ː r ɔ́
1312	(sb) not be (somewhere), be absent (suffixed)	Tommo_So	òndú	ò n d ú
1313	(sb) not be (somewhere), be absent (suffixed)	Toro_Tegu	yⁿáŋ̀gó	j̃ á ŋ̀ ɡ ó
1314	(sb) not be (somewhere), be absent (suffixed)	Yanda_Dom	ònú	ò n ú
1315	(sb) not be (somewhere), be absent (suffixed)	Yorno_So	wɔ̀lɔ́	w ɔ̀ l ɔ́
1316	(sb) not be (somewhere), be absent (suffixed)	Donno_So	wɔ̀-lɔ́	w ɔ̀ l ɔ́
1317	(single) grain, seed, nut	Ampari	sêyⁿ	s ê j̃
1318	(single) grain, seed, nut	Bangime	bùrù	b ù r ù
1319	(single) grain, seed, nut	Bankan_Tey	ìsâ:	ì s âː
1320	(single) grain, seed, nut	Ben_Tey	ìsâ:	ì s âː
1321	(single) grain, seed, nut	Ben_Tey	yî:	j îː
1322	(single) grain, seed, nut	Bunoge	sè:	s èː
1323	(single) grain, seed, nut	Dogul_Dom	dèné	d è n é
1324	(single) grain, seed, nut	Dogul_Dom	sáỳ	s á j̀
1325	(single) grain, seed, nut	Gourou	î:ⁿ	ĩ̂ː
1326	(single) grain, seed, nut	Jamsay_Douentza	sɛ̌yⁿ	s ɛ̌ j̃
1327	(single) grain, seed, nut	Jamsay_Mondoro	sɛ̌yⁿ	s ɛ̌ j̃
1328	(single) grain, seed, nut	Mombo	sí:	s íː
1329	(single) grain, seed, nut	Najamba	sê:	s êː
1330	(single) grain, seed, nut	Najamba	sê:ŋgò	s êː ŋ ɡ ò
1331	(single) grain, seed, nut	Nanga	ǹjâ	ǹ dʒ â
1332	(single) grain, seed, nut	Penange	sè:	s èː
1333	(single) grain, seed, nut	Perge_Tegu	ìšɛ̌yⁿ	ì ʃ ɛ̌ j̃
1334	(single) grain, seed, nut	Sangha_So	ìì sáá	ìː # s áː
1335	(single) grain, seed, nut	Tebul_Ure	íyɛ́	í j ɛ́
1336	(single) grain, seed, nut	Tiranige	séŋgé	s é ŋ ɡ é
1337	(single) grain, seed, nut	Togo_Kan	í:ⁿ	ĩ́ː
1338	(single) grain, seed, nut	Tommo_So	ìsǎy	ì s ǎ j
1339	(single) grain, seed, nut	Tommo_So	íí	íː
1340	(single) grain, seed, nut	Tomo_Kan_Segue	mùʔìnì	m ù ʔ ì n ì
1341	(single) grain, seed, nut	Toro_Tegu	ìsɛ̌yⁿ	ì s ɛ̌ j̃
1342	(single) grain, seed, nut	Yanda_Dom	é:	éː
1343	(single) grain, seed, nut	Yorno_So	î:	îː
1344	(single) grain, seed, nut	Donno_So	î:	îː
1345	(snake) bite (sb)	Bangime	táw̃á	t á w̃ á
1346	(snake) bite (sb)	Bankan_Tey	kúwó	k ú w ó
1347	(snake) bite (sb)	Ben_Tey	kúwó	k ú w ó
1348	(snake) bite (sb)	Dogul_Dom	kɛ̀rɛ́	k ɛ̀ r ɛ́
1349	(snake) bite (sb)	Gourou	kɛ́rɛ́	k ɛ́ r ɛ́
1350	(snake) bite (sb)	Jamsay_Douentza	cɛ́rɛ́	tʃ ɛ́ r ɛ́
1351	(snake) bite (sb)	Mombo	núŋgɛ́	n ú ŋ ɡ ɛ́
1352	(snake) bite (sb)	Najamba	kɛ́rɛ́	k ɛ́ r ɛ́
1353	(snake) bite (sb)	Nanga	kúwó	k ú w ó
1354	(snake) bite (sb)	Perge_Tegu	kɛ́rɛ́	k ɛ́ r ɛ́
1355	(snake) bite (sb)	Sangha_So	kɛ́rú	k ɛ́ r ú
1356	(snake) bite (sb)	Tiranige	cɛ́rɔ́	tʃ ɛ́ r ɔ́
1357	(snake) bite (sb)	Togo_Kan	kɛ́rɛ́	k ɛ́ r ɛ́
1358	(snake) bite (sb)	Tommo_So	kɛ́rɛ́	k ɛ́ r ɛ́
1359	(snake) bite (sb)	Toro_Tegu	cɛ́rá	tʃ ɛ́ r á
1360	(snake) bite (sb)	Toro_Tegu	cɛ́rú	tʃ ɛ́ r ú
1361	(snake) bite (sb)	Yanda_Dom	kɛ́dálì	k ɛ́ d á l ì
1362	(snake) bite (sb)	Yanda_Dom	kɛ́dɛ́	k ɛ́ d ɛ́
1363	(snake) bite (sb)	Yorno_So	kɛ́rɛ́	k ɛ́ r ɛ́
1364	(snake) bite (sb)	Donno_So	kɛ́rɛ̀	k ɛ́ r ɛ̀
1365	(snake) bite (sb)	Donno_So	kɛ́r-ɛ̀	k ɛ́ r ɛ̀
1366	(st) be (somewhere)	Jamsay_Douentza	kɔ̀	k ɔ̀
1367	(st) be (somewhere)	Perge_Tegu	kɔ̀	k ɔ̀
1368	(st) be (somewhere)	Togo_Kan	kɔ̀	k ɔ̀
1369	(st) be (somewhere)	Tommo_So	kɔ̂	k ɔ̂
1370	(st) be (somewhere)	Yorno_So	kɔ̀	k ɔ̀
1371	(stative negative suffix or clitic)	Ampari	ndá	n d á
1372	(stative negative suffix or clitic)	Ben_Tey	=rá	r á
1373	(stative negative suffix or clitic)	Bunoge	=ndá	n d á
1374	(stative negative suffix or clitic)	Jamsay_Douentza	=lá	l á
1375	(stative negative suffix or clitic)	Najamba	ndí	n d í
1376	(stative negative suffix or clitic)	Nanga	=ǹdó	ǹ d ó
1377	(stative negative suffix or clitic)	Penange	ndá	n d á
1378	(stative negative suffix or clitic)	Tebul_Ure	=ndà:	n d àː
1379	(stative negative suffix or clitic)	Tiranige	nà	n à
1380	(stative negative suffix or clitic)	Togo_Kan	=lá	l á
1381	(stative negative suffix or clitic)	Tomo_Kan_Segue	lv̀	l v̀
1382	(stative negative suffix or clitic)	Toro_Tegu	ŋ̀gó	ŋ̀ ɡ ó
1383	(stative negative suffix or clitic)	Yanda_Dom	ń	ń
1384	(stative negative suffix or clitic)	Yorno_So	=lá	l á
1385	(stative negative suffix or clitic)	Donno_So	-lv́	l v́
1386	(stative positive of regular verb: tones, vocalism for e.g. CɔCɔ verb)	Jamsay_Douentza	î:	îː
1387	(stative positive of regular verb: tones, vocalism for e.g. CɔCɔ verb)	Toro_Tegu	dà	d à
1388	(sth) not exist, there is/are not	Bangime	béè	b êː
1389	(sth) not exist, there is/are not	Bankan_Tey	ŋ̀gǒ:	ŋ̀ ɡ ǒː
1390	(sth) not exist, there is/are not	Ben_Tey	ŋ̀gó	ŋ̀ ɡ ó
1391	(sth) not exist, there is/are not	Bunoge	ʔórì	ʔ ó r ì
1392	(sth) not exist, there is/are not	Dogul_Dom	bùnnù	b ù n n ù
1393	(sth) not exist, there is/are not	Gourou	kɔ̀:rɔ́	k ɔ̀ː r ɔ́
1394	(sth) not exist, there is/are not	Jamsay_Douentza	kɔ̀:rɔ́	k ɔ̀ː r ɔ́
1395	(sth) not exist, there is/are not	Jamsay_Mondoro	kɔ̀:rɔ́	k ɔ̀ː r ɔ́
1396	(sth) not exist, there is/are not	Mombo	kóná:ⁿ ólì	k ó n ã́ː # ó l ì
1397	(sth) not exist, there is/are not	Najamba	òndí	ò n d í
1398	(sth) not exist, there is/are not	Najamba	òndú	ò n d ú
1399	(sth) not exist, there is/are not	Nanga	ŋ̀gó	ŋ̀ ɡ ó
1400	(sth) not exist, there is/are not	Penange	wǒl	w ǒ l
1401	(sth) not exist, there is/are not	Perge_Tegu	ŋ̀gó	ŋ̀ ɡ ó
1402	(sth) not exist, there is/are not	Tebul_Ure	ŋ̀gó	ŋ̀ ɡ ó
1403	(sth) not exist, there is/are not	Togo_Kan	kɔ̀:rɔ́	k ɔ̀ː r ɔ́
1404	(sth) not exist, there is/are not	Tommo_So	òndú	ò n d ú
1405	(sth) not exist, there is/are not	Tommo_So	tòòlɛ́	t òː l ɛ́
1406	(sth) not exist, there is/are not	Toro_Tegu	yⁿáŋ̀gó	j̃ á ŋ̀ ɡ ó
1407	(sth) not exist, there is/are not	Yanda_Dom	ònú	ò n ú
1408	(sth) not exist, there is/are not	Yorno_So	kɔ̀lɔ́	k ɔ̀ l ɔ́
1409	(sth) not exist, there is/are not	Donno_So	wɔ̀-lɔ́	w ɔ̀ l ɔ́
1410	(transitive verbal derivational suffix, often opposed to mediopassive)	Ampari	dò	d ò
1411	(transitive verbal derivational suffix, often opposed to mediopassive)	Ben_Tey	rv́	r v́
1412	(transitive verbal derivational suffix, often opposed to mediopassive)	Bunoge	rv̀	r v̀
1413	(transitive verbal derivational suffix, often opposed to mediopassive)	Najamba	r	r
1414	(transitive verbal derivational suffix, often opposed to mediopassive)	Najamba	rɛ́	r ɛ́
1415	(transitive verbal derivational suffix, often opposed to mediopassive)	Nanga	rí	r í
1416	(transitive verbal derivational suffix, often opposed to mediopassive)	Penange	rv	r v
1417	(transitive verbal derivational suffix, often opposed to mediopassive)	Perge_Tegu	rv́	r v́
1418	(transitive verbal derivational suffix, often opposed to mediopassive)	Tebul_Ure	rí	r í
1419	(transitive verbal derivational suffix, often opposed to mediopassive)	Tiranige	ró	r ó
1420	(transitive verbal derivational suffix, often opposed to mediopassive)	Tiranige	rɔ́	r ɔ́
1421	(transitive verbal derivational suffix, often opposed to mediopassive)	Togo_Kan	rv	r v
1422	(transitive verbal derivational suffix, often opposed to mediopassive)	Tomo_Kan_Segue	rí	r í
1423	(transitive verbal derivational suffix, often opposed to mediopassive)	Yanda_Dom	dv́	d v́
1424	(transitive verbal derivational suffix, often opposed to mediopassive)	Yorno_So	rv́	r v́
1425	(transitive verbal derivational suffix, often opposed to mediopassive)	Mombo	-rɛ̀ 	r ɛ̀ # �
1426	(transitive verbal derivational suffix, often opposed to mediopassive)	Mombo	 -rè	� # r è
1427	(transitive verbal derivational suffix, often opposed to mediopassive)	Donno_So	-rv	r v
1428	(verbal noun suffix)	Ampari	ri	r i
1429	(verbal noun suffix)	Ben_Tey	î:	îː
1430	(verbal noun suffix)	Ben_Tey	ỳ	j̀
1431	(verbal noun suffix)	Bunoge	nà	n à
1432	(verbal noun suffix)	Jamsay_Douentza	gú	ɡ ú
1433	(verbal noun suffix)	Jamsay_Douentza	ý	j́
1434	(verbal noun suffix)	Jamsay_Douentza	ú	ú
1435	(verbal noun suffix)	Najamba	lé	l é
1436	(verbal noun suffix)	Najamba	ń	ń
1437	(verbal noun suffix)	Najamba	ndá:	n d áː
1438	(verbal noun suffix)	Nanga	ndɛ́	n d ɛ́
1439	(verbal noun suffix)	Penange	l	l
1440	(verbal noun suffix)	Perge_Tegu	gú	ɡ ú
1441	(verbal noun suffix)	Perge_Tegu	ý	j́
1442	(verbal noun suffix)	Perge_Tegu	ú	ú
1443	(verbal noun suffix)	Tebul_Ure	lé	l é
1444	(verbal noun suffix)	Tiranige	wà	w à
1445	(verbal noun suffix)	Togo_Kan	í	í
1446	(verbal noun suffix)	Togo_Kan	ú	ú
1447	(verbal noun suffix)	Tomo_Kan_Segue	sɛ́ⁿ	s ɛ̃́
1448	(verbal noun suffix)	Toro_Tegu	rěŋ	r ě ŋ
1449	(verbal noun suffix)	Toro_Tegu	ú	ú
1450	(verbal noun suffix)	Yanda_Dom	ỳ	j̀
1451	(verbal noun suffix)	Yanda_Dom	lé	l é
1452	(verbal noun suffix)	Yanda_Dom	ù	ù
1453	(verbal noun suffix)	Yorno_So	ý	j́
1454	(verbal noun suffix)	Yorno_So	ú	ú
1455	(verbal noun suffix)	Donno_So	-du	d u
1456	(water, grain, etc.) be in (container)	Jamsay_Douentza	yɔ́≡kùn	j ɔ́ k ù n
1457	(water, grain, etc.) be in (container)	Najamba	gánà	ɡ á n à
1458	(water, grain, etc.) be in (container)	Nanga	yá gàrⁿà	j á # ɡ à r̃ à
1459	(water, grain, etc.) be in (container)	Perge_Tegu	yá≡kùn	j á k ù n
1460	(water, grain, etc.) be in (container)	Tebul_Ure	yé gàrⁿà	j é # ɡ à r̃ à
1461	(water, grain, etc.) be in (container)	Yanda_Dom	yà kún	j à # k ú n
1462	(water, grain, etc.) be in (container)	Yanda_Dom	kùn	k ù n
1463	(water, grain, etc.) be in (container)	Yorno_So	yá tò	j á # t ò
1464	above (sth)	Ampari	kó: gà	k óː # ɡ à
1465	above (sth)	Bankan_Tey	ḿbárù wò	ḿ b á r ù # w ò
1466	above (sth)	Ben_Tey	wò	w ò
1467	above (sth)	Bunoge	mbà	m b à
1468	above (sth)	Jamsay_Douentza	mà máná lé	m à # m á n á # l é
1469	above (sth)	Mombo	kó:ná ńdà	k óː n á # ń d à
1470	above (sth)	Najamba	mà	m à
1471	above (sth)	Nanga	gà	ɡ à
1472	above (sth)	Penange	dálà bà	d á l à # b à
1473	above (sth)	Perge_Tegu	wà kù:kɛ́lɛ̀	w à # k ùː k ɛ́ l ɛ̀
1474	above (sth)	Tebul_Ure	nɛ̀	n ɛ̀
1475	above (sth)	Tiranige	ŋà	ŋ à
1476	above (sth)	Togo_Kan	kûⁿ	k ũ̂
1477	above (sth)	Tommo_So	dáá nɛ	d áː # n ɛ
1478	above (sth)	Tommo_So	kúú nɛ	k úː # n ɛ
1479	above (sth)	Toro_Tegu	tùŋɔ̀	t ù ŋ ɔ̀
1480	above (sth)	Yanda_Dom	nà	n à
1481	above (sth)	Yorno_So	nɛ̀	n ɛ̀
1482	above (sth)	Dogul_Dom	dànà-ŋ̀ dà:	d à n à ŋ̀ # d àː
1483	above (sth)	Donno_So	dà: rà:	d àː # r àː
1484	African eggplant (similar to tomato) in two varieties	Bangime	tàŋkó	t à ŋ k ó
1485	African eggplant (similar to tomato) in two varieties	Bankan_Tey	cɛ́wrɛ́	tʃ ɛ́ w r ɛ́
1486	African eggplant (similar to tomato) in two varieties	Ben_Tey	cɛ́wrɛ́	tʃ ɛ́ w r ɛ́
1487	African eggplant (similar to tomato) in two varieties	Bunoge	têw	t ê w
1488	African eggplant (similar to tomato) in two varieties	Dogul_Dom	kɛ́lɛ̀bɛ̀	k ɛ́ l ɛ̀ b ɛ̀
1489	African eggplant (similar to tomato) in two varieties	Gourou	kɛ́rúwɛ́	k ɛ́ r ú w ɛ́
1490	African eggplant (similar to tomato) in two varieties	Jamsay_Douentza	cɛ́rɛ́wɛ́	tʃ ɛ́ r ɛ́ w ɛ́
1491	African eggplant (similar to tomato) in two varieties	Jamsay_Mondoro	cɛ́rɛ́wɛ́	tʃ ɛ́ r ɛ́ w ɛ́
1492	African eggplant (similar to tomato) in two varieties	Mombo	kélyé	k é l j é
1493	African eggplant (similar to tomato) in two varieties	Najamba	kɛ́lbɛ́	k ɛ́ l b ɛ́
1494	African eggplant (similar to tomato) in two varieties	Najamba	kɛ́lbɛ́ŋgó	k ɛ́ l b ɛ́ ŋ ɡ ó
1495	African eggplant (similar to tomato) in two varieties	Nanga	kɛ́wrɛ́	k ɛ́ w r ɛ́
1496	African eggplant (similar to tomato) in two varieties	Penange	kɛ́lbɛ́	k ɛ́ l b ɛ́
1497	African eggplant (similar to tomato) in two varieties	Perge_Tegu	kɛ́wrɛ́	k ɛ́ w r ɛ́
1498	African eggplant (similar to tomato) in two varieties	Sangha_So	kɛ́líjɛ́	k ɛ́ l í dʒ ɛ́
1499	African eggplant (similar to tomato) in two varieties	Tebul_Ure	kɛ́lbá	k ɛ́ l b á
1500	African eggplant (similar to tomato) in two varieties	Tiranige	cɛ̀llɛ́	tʃ ɛ̀ l l ɛ́
1501	African eggplant (similar to tomato) in two varieties	Togo_Kan	kɛ́wɛ́rɛ́	k ɛ́ w ɛ́ r ɛ́
1502	African eggplant (similar to tomato) in two varieties	Tommo_So	ànsààrà kɛ́lbɛ̀	à n s àː r à # k ɛ́ l b ɛ̀
1503	African eggplant (similar to tomato) in two varieties	Tomo_Kan_Segue	cɛ́:lɛ́	tʃ ɛ́ː l ɛ́
1504	African eggplant (similar to tomato) in two varieties	Toro_Tegu	kɛ́rɛ́bɛ́rɛ́	k ɛ́ r ɛ́ b ɛ́ r ɛ́
1505	African eggplant (similar to tomato) in two varieties	Yanda_Dom	cɛ́lbá	tʃ ɛ́ l b á
1506	African eggplant (similar to tomato) in two varieties	Yorno_So	kɛ́lbɛ́	k ɛ́ l b ɛ́
1507	African eggplant (similar to tomato) in two varieties	Donno_So	kɛ́lɛ̀	k ɛ́ l ɛ̀
1508	all, every	Ampari	sáw	s á w
1509	all, every	Bangime	páⁿ	p ã́
1510	all, every	Bankan_Tey	bê:	b êː
1511	all, every	Ben_Tey	dàⁿwôy	d ã̀ w ô j
1512	all, every	Ben_Tey	dòwôy	d ò w ô j
1513	all, every	Ben_Tey	náŋànà:	n á ŋ à n àː
1514	all, every	Ben_Tey	náŋnà:	n á ŋ n àː
1515	all, every	Ben_Tey	cɛ̂m	tʃ ɛ̂ m
1516	all, every	Ben_Tey	cɛ̂w	tʃ ɛ̂ w
1517	all, every	Ben_Tey	wôy	w ô j
1518	all, every	Bunoge	kúndú	k ú n d ú
1519	all, every	Bunoge	sàkáy	s à k á j
1520	all, every	Dogul_Dom	fú	f ú
1521	all, every	Gourou	kɛ̂w	k ɛ̂ w
1522	all, every	Jamsay_Douentza	fú:	f úː
1523	all, every	Jamsay_Douentza	sóy	s ó j
1524	all, every	Jamsay_Douentza	cɛ̂w	tʃ ɛ̂ w
1525	all, every	Jamsay_Mondoro	fú:	f úː
1526	all, every	Mombo	sélè:	s é l èː
1527	all, every	Najamba	dîn	d î n
1528	all, every	Nanga	bé:ndè	b éː n d è
1529	all, every	Nanga	bú	b ú
1530	all, every	Nanga	fú	f ú
1531	all, every	Nanga	kéréw	k é r é w
1532	all, every	Nanga	pɔ́s	p ɔ́ s
1533	all, every	Nanga	pú	p ú
1534	all, every	Penange	sèlè	s è l è
1535	all, every	Perge_Tegu	kéréw	k é r é w
1536	all, every	Perge_Tegu	kɛ̂w	k ɛ̂ w
1537	all, every	Perge_Tegu	pú	p ú
1538	all, every	Sangha_So	pùú	p ǔː
1539	all, every	Tiranige	címà	tʃ í m à
1540	all, every	Togo_Kan	sâⁿ	s ã̂
1541	all, every	Tommo_So	kɛ́m	k ɛ́ m
1542	all, every	Toro_Tegu	kěylèyà:fú:	k ě j l è j àː f úː
1543	all, every	Toro_Tegu	kǒwlèyà:fú:	k ǒ w l è j àː f úː
1544	all, every	Toro_Tegu	cěwlà:fú:	tʃ ě w l àː f úː
1545	all, every	Toro_Tegu	cɛ̌yyà:fú:	tʃ ɛ̌ j j àː f úː
1546	all, every	Yanda_Dom	pú	p ú
1547	all, every	Yanda_Dom	cɛ̂m	tʃ ɛ̂ m
1548	all, every	Yorno_So	pú	p ú
1549	all, every	Tebul_Ure	pú→	p ú
1550	all, every	Donno_So	wôy	w ô j
1551	all, every	Donno_So	fû→	f û
1552	all, every	Donno_So	pû→	p û
1553	all, every	Donno_So	sɛ́:nɛ̀ŋ	s ɛ́ː n ɛ̀ ŋ
1554	all, every	Donno_So	nànâŋ	n à n â ŋ
1555	also, too	Ampari	be	b e
1556	also, too	Bankan_Tey	kálà	k á l à
1557	also, too	Ben_Tey	yà	j à
1558	also, too	Ben_Tey	kálà	k á l à
1559	also, too	Bunoge	fè	f è
1560	also, too	Dogul_Dom	là	l à
1561	also, too	Jamsay_Douentza	kâ:ⁿ	k ã̂ː
1562	also, too	Mombo	ɛ̀:lá	ɛ̀ː l á
1563	also, too	Mombo	là	l à
1564	also, too	Najamba	là	l à
1565	also, too	Nanga	yáŋá	j á ŋ á
1566	also, too	Penange	pé	p é
1567	also, too	Perge_Tegu	kálà	k á l à
1568	also, too	Tiranige	là	l à
1569	also, too	Togo_Kan	kàrⁿà	k à r̃ à
1570	also, too	Togo_Kan	kâⁿ	k ã̂
1571	also, too	Tommo_So	lɛ́	l ɛ́
1572	also, too	Toro_Tegu	mánì	m á n ì
1573	also, too	Yanda_Dom	là	l à
1574	also, too	Yorno_So	kàrⁿà	k à r̃ à
1575	also, too	Tebul_Ure	là	l à
1576	also, too	Donno_So	lè	l è
1577	and (X and Y, nouns)	Bunoge	yà Y yà	j à #  # j à
1578	and (X and Y, nouns)	Dogul_Dom	yàŋ Y yàŋ	j à ŋ #  # j à ŋ
1579	and (X and Y, nouns)	Mombo	ńdô:	ń d ôː
1580	and (X and Y, nouns)	Tommo_So	le le	l e # l e
1581	and (X and Y, nouns)	Penange	nì	n ì
1582	and (X and Y, nouns)	Penange	nì	n ì
1583	and (X and Y, nouns)	Ampari	róró	r ó r ó
1584	and (X and Y, nouns)	Najamba	ma:	m aː
1585	and (X and Y, nouns)	Najamba	ma:	m aː
1586	and (X and Y, nouns)	Yanda_Dom	mì→	m ì
1587	and (X and Y, nouns)	Yanda_Dom	mì→	m ì
1588	and then ... (past-time different-subject anterior subordinator)	Ben_Tey	=ǹ	ǹ
1589	and then ... (past-time different-subject anterior subordinator)	Ben_Tey	=nì	n ì
1590	and then ... (past-time different-subject anterior subordinator)	Jamsay_Douentza	jɛ́ mèyⁿ	dʒ ɛ́ # m è j̃
1591	and then ... (past-time different-subject anterior subordinator)	Jamsay_Douentza	gá: kân	ɡ áː # k â n
1592	and then ... (past-time different-subject anterior subordinator)	Najamba	jɛ̂:	dʒ ɛ̂ː
1593	and then ... (past-time different-subject anterior subordinator)	Nanga	nà	n à
1594	and then ... (past-time different-subject anterior subordinator)	Nanga	náŋà	n á ŋ à
1595	and then ... (past-time different-subject anterior subordinator)	Nanga	náŋàyⁿ	n á ŋ à j̃
1596	and then ... (past-time different-subject anterior subordinator)	Nanga	nâ:yⁿ	n âː j̃
1597	and then ... (past-time different-subject anterior subordinator)	Perge_Tegu	gâ:	ɡ âː
1598	and then ... (past-time different-subject anterior subordinator)	Tebul_Ure	kánà	k á n à
1599	and then ... (past-time different-subject anterior subordinator)	Togo_Kan	gíǹ dè	ɡ í ǹ # d è
1600	and then ... (past-time different-subject anterior subordinator)	Togo_Kan	kɛ́rⁿɛ̀	k ɛ́ r̃ ɛ̀
1601	and then ... (past-time different-subject anterior subordinator)	Togo_Kan	kɛ̂:ⁿ	k ɛ̃̂ː
1602	and then ... (past-time different-subject anterior subordinator)	Togo_Kan	ǹ dè	ǹ # d è
1603	and then ... (past-time different-subject anterior subordinator)	Yanda_Dom	do	d o
1604	and then ... (past-time different-subject anterior subordinator)	Donno_So	-a:	aː
1605	and then (past-time same-subject anterior subordinator)	Ampari	é	é
1606	and then (past-time same-subject anterior subordinator)	Ben_Tey	=ń	ń
1607	and then (past-time same-subject anterior subordinator)	Ben_Tey	=ní	n í
1608	and then (past-time same-subject anterior subordinator)	Jamsay_Douentza	màyⁿ	m à j̃
1609	and then (past-time same-subject anterior subordinator)	Jamsay_Douentza	mèyⁿ	m è j̃
1610	and then (past-time same-subject anterior subordinator)	Najamba	nɛ̀	n ɛ̀
1611	and then (past-time same-subject anterior subordinator)	Nanga	ŋ	ŋ
1612	and then (past-time same-subject anterior subordinator)	Perge_Tegu	wàyⁿ	w à j̃
1613	and then (past-time same-subject anterior subordinator)	Tebul_Ure	gín	ɡ í n
1614	and then (past-time same-subject anterior subordinator)	Togo_Kan	e:	eː
1615	and then (past-time same-subject anterior subordinator)	Togo_Kan	ɛ:	ɛː
1616	and then (past-time same-subject anterior subordinator)	Togo_Kan	i:	iː
1617	and then (past-time same-subject anterior subordinator)	Tomo_Kan_Segue	ɛ́:	ɛ́ː
