ID,CONCEPT,DOCULECT,COUNTERPART
1615,and then (past-time same-subject anterior subordinator),Togo_Kan,ɛ:
1616,and then (past-time same-subject anterior subordinator),Togo_Kan,i:
1617,and then (past-time same-subject anterior subordinator),Tomo_Kan_Segue,ɛ́:
1618,and then (past-time same-subject anterior subordinator),Toro_Tegu,=m̀
1619,and then (past-time same-subject anterior subordinator),Toro_Tegu,mà
1620,and then (past-time same-subject anterior subordinator),Yanda_Dom,y
1621,and then (past-time same-subject anterior subordinator),Donno_So,-a:
1622,animal fat (in meat),Ampari,sìwò
1623,animal fat (in meat),Bankan_Tey,sî:ⁿ
1624,animal fat (in meat),Ben_Tey,sî:ⁿ
1625,animal fat (in meat),Bunoge,sìwò
1626,animal fat (in meat),Dogul_Dom,síìŋ
1627,animal fat (in meat),Jamsay_Douentza,sê:
1628,animal fat (in meat),Jamsay_Mondoro,sê:
1629,animal fat (in meat),Mombo,síwó
1630,animal fat (in meat),Najamba,sî:
1631,animal fat (in meat),Najamba,sî:ŋgò
1632,animal fat (in meat),Nanga,síyⁿɛ̂
1633,animal fat (in meat),Penange,nù:
1634,animal fat (in meat),Perge_Tegu,šíyè
1635,animal fat (in meat),Sangha_So,nàwⁿà síí
1636,animal fat (in meat),Tebul_Ure,sé:
1637,animal fat (in meat),Tiranige,sìyò
1638,animal fat (in meat),Togo_Kan,nɔ̀wⁿɔ̀síwé
1639,animal fat (in meat),Tommo_So,nàmà síyé
1640,animal fat (in meat),Tomo_Kan_Diangassagou,swé:
1641,animal fat (in meat),Tomo_Kan_Segue,swé:
1642,animal fat (in meat),Toro_Tegu,síwó
1643,animal fat (in meat),Yanda_Dom,sɔ́ŋɔ̀
1644,animal fat (in meat),Yorno_So,sî:
1645,animal fat (in meat),Donno_So,sê:ⁿ
1646,arm,Bangime,nnìì
1647,arm,Bankan_Tey,nǎ:
1648,arm,Ben_Tey,nǎ:
1649,arm,Bunoge,númɛ̀
1650,arm,Dogul_Dom,nùmɔ́
1651,arm,Jamsay_Douentza,nùmó
1652,arm,Najamba,nùmǎ:
1653,arm,Najamba,nùmɛ̌:
1654,arm,Nanga,nǎ:
1655,arm,Perge_Tegu,nùwⁿó
1656,arm,Sangha_So,nɔ́ɔ́
1657,arm,Sangha_So,nùmɔ́
1658,arm,Tebul_Ure,nùmǎ:
1659,arm,Tiranige,númá
1660,arm,Tommo_So,nùmɔ́
1661,arm,Toro_Tegu,lɔ́
1662,arm,Yanda_Dom,nùmà
1663,arm,Yorno_So,nǒyⁿ
1664,arm,Donno_So,nùmɔ́
1665,ashes,Ampari,dɔ̀:yé
1666,ashes,Bangime,túɥɛ̀
1667,ashes,Bankan_Tey,dɔ̀yⁿɔ̌yⁿ
1668,ashes,Ben_Tey,dɔ̀yⁿɔ̌yⁿ
1669,ashes,Bunoge,díwɔ̀
1670,ashes,Dogul_Dom,dɔ́ɔ̀
1671,ashes,Gourou,ɛ́:rⁿɛ̀
1672,ashes,Jamsay_Douentza,dɔ̀yⁿɔ́
1673,ashes,Mombo,dwɛ̂:
1674,ashes,Najamba,dɔ̀dɛ̌:
1675,ashes,Najamba,dɔ̀dɛ̌:ŋgó
1676,ashes,Nanga,dùyá
1677,ashes,Penange,dwɛ̀:
1678,ashes,Perge_Tegu,dɔ̀yⁿɔ́
1679,ashes,Sangha_So,únɔ́
1680,ashes,Tebul_Ure,dɔ̀ɛ́
1681,ashes,Tiranige,dwɛ́:
1682,ashes,Togo_Kan,dɔ̀yⁿɛ́
1683,ashes,Tommo_So,ɔ́índɛ́
1684,ashes,Tommo_So,úndɔ́
1685,ashes,Tomo_Kan_Segue,dwɛ́ⁿ
1686,ashes,Toro_Tegu,dòwⁿòsú
1687,ashes,Yanda_Dom,dɔ̀yⁿɛ̀
1688,ashes,Yorno_So,únɔ̀
1689,ashes,Donno_So,úndɔ̀
1690,back (body),Bangime,ɡĩ̀ĩ́
1691,back (body),Bankan_Tey,tùndú
1692,back (body),Bankan_Tey,tùndù kɛ́ndɛ̀
1693,back (body),Ben_Tey,tùlùkɛ́lɛ̀
1694,back (body),Bunoge,pùmbù
1695,back (body),Dogul_Dom,ǹdóŋ
1696,back (body),Gourou,gùn kɛ́nɛ́
1697,back (body),Jamsay_Douentza,gǔn
1698,back (body),Jamsay_Douentza,gùncɛ́nɛ́
1699,back (body),Jamsay_Mondoro,gùncɛ́nɛ́
1700,back (body),Mombo,túndú
1701,back (body),Najamba,bàndí
1702,back (body),Najamba,bàndíŋgé
1703,back (body),Nanga,tùndù bìrⁿɛ́
1704,back (body),Penange,túndú
1705,back (body),Perge_Tegu,tùrkɛ́lɛ́
1706,back (body),Sangha_So,ònú
1707,back (body),Tebul_Ure,kúndúgó
1708,back (body),Tiranige,kùŋgù
1709,back (body),Togo_Kan,dògòkɛ́nɛ́
1710,back (body),Tommo_So,ònnú
1711,back (body),Tomo_Kan_Diangassagou,dògòlò
1712,back (body),Tomo_Kan_Segue,dùgòlò
1713,back (body),Toro_Tegu,tùŋɔ́
1714,back (body),Yanda_Dom,tùnù
1715,back (body),Yorno_So,ònɔ́
1716,back (body),Donno_So,ùnnú
1717,"bad, no good",Bangime,jándà
1718,"bad, no good",Bangime,ʒàŋà
1719,"bad, no good",Bankan_Tey,m̀bɔ̀sú
1720,"bad, no good",Ben_Tey,mɔ̀sú
1721,"bad, no good",Bunoge,ɲàmì
1722,"bad, no good",Dogul_Dom,sálá
1723,"bad, no good",Gourou,mɔ̀sú
1724,"bad, no good",Jamsay_Douentza,mɔ̀ɲú
1725,"bad, no good",Jamsay_Mondoro,mɔ̀ɲú
1726,"bad, no good",Mombo,yá:lá
1727,"bad, no good",Najamba,nè:ndá:
1728,"bad, no good",Najamba,nɛ̀:ndɛ́:
1729,"bad, no good",Nanga,gɔ̀mî
1730,"bad, no good",Nanga,mɔ̀sí
1731,"bad, no good",Penange,ɲàm
1732,"bad, no good",Penange,pɔ́:lɔ́ wòlgà
1733,"bad, no good",Perge_Tegu,mɔ̀sú
1734,"bad, no good",Tebul_Ure,sàmbɔ́
1735,"bad, no good",Tebul_Ure,sàmɛ́
1736,"bad, no good",Tebul_Ure,sàmgɔ́
1737,"bad, no good",Tiranige,mɔ́:ná
1738,"bad, no good",Togo_Kan,mɔ̀ɲú
1739,"bad, no good",Tommo_So,yámú
1740,"bad, no good",Tommo_So,pàdíɛ́
1741,"bad, no good",Tommo_So,sálá
1742,"bad, no good",Toro_Tegu,m̀bɔ̀sú
1743,"bad, no good",Toro_Tegu,mɔ̀sú
1744,"bad, no good",Yanda_Dom,gɔ̀mɔ̀
1745,"bad, no good",Yanda_Dom,mù
1746,"bad, no good",Yanda_Dom,sálá
1747,"bad, no good",Yorno_So,mɔ̀ɲú
1748,"bad, no good",Yorno_So,sálá
1749,"bad, no good",Donno_So,pà:dɛ̂:
1750,be in (sth),Gourou,kùn
1751,be in (sth),Jamsay_Douentza,kùn
1752,be in (sth),Jamsay_Mondoro,kùn
1753,be in (sth),Mombo,túlá
1754,be in (sth),Perge_Tegu,kùn
1755,be in (sth),Perge_Tegu,kùrⁿùbɔ̀
1756,be in (sth),Togo_Kan,yɛ́ sò
1757,be in (sth),Tommo_So,kótô
1758,be in (sth),Tommo_So,tô
1759,be in (sth),Yanda_Dom,yà kún
1760,be in (sth),Yanda_Dom,kùn
1761,be in (sth),Yorno_So,tò
1762,be in (sth),Dogul_Dom,yè dúlò
1763,be in (sth),Donno_So,tò:
1764,be VPing (progressive positive suffix or aux),Ampari,bó
1765,be VPing (progressive positive suffix or aux),Ben_Tey,:rà
1766,be VPing (progressive positive suffix or aux),Bunoge,ʔèmbè
1767,be VPing (progressive positive suffix or aux),Jamsay_Douentza,árà
1768,be VPing (progressive positive suffix or aux),Najamba,mbò bò
1769,be VPing (progressive positive suffix or aux),Nanga,sò
1770,be VPing (progressive positive suffix or aux),Penange,túlá
1771,be VPing (progressive positive suffix or aux),Perge_Tegu,rà
1772,be VPing (progressive positive suffix or aux),Perge_Tegu,rɛ̀
1773,be VPing (progressive positive suffix or aux),Tiranige,wⁿ bó
1774,be VPing (progressive positive suffix or aux),Togo_Kan,táŋà
1775,be VPing (progressive positive suffix or aux),Tomo_Kan_Segue,wɔ́
1776,be VPing (progressive positive suffix or aux),Toro_Tegu,cí dà
1777,be VPing (progressive positive suffix or aux),Toro_Tegu,cí là
1778,be VPing (progressive positive suffix or aux),Yanda_Dom,ḿ bò
1779,be VPing (progressive positive suffix or aux),Yanda_Dom,ḿ jèlà
1780,be VPing (progressive positive suffix or aux),Yanda_Dom,ḿ zò
1781,be VPing (progressive positive suffix or aux),Yorno_So,gùwɔ̀
1782,be VPing (progressive positive suffix or aux),Yorno_So,ŋ̀wɔ̀
1783,be VPing (progressive positive suffix or aux),Yorno_So,ẁwɔ̀
1784,be VPing (progressive positive suffix or aux),Donno_So,-ẁ wɔ̀
1785,"be, it is (copula, with noun)",Ampari,wò
1786,"be, it is (copula, with noun)",Bankan_Tey,≡m̀
1787,"be, it is (copula, with noun)",Ben_Tey,=m̀
1788,"be, it is (copula, with noun)",Dogul_Dom,y
1789,"be, it is (copula, with noun)",Gourou,≡î:
1790,"be, it is (copula, with noun)",Jamsay_Douentza,≡î:
1791,"be, it is (copula, with noun)",Mombo,bó:
1792,"be, it is (copula, with noun)",Najamba,=y
1793,"be, it is (copula, with noun)",Nanga,=ḿ
1794,"be, it is (copula, with noun)",Penange,yó
1795,"be, it is (copula, with noun)",Perge_Tegu,=y
1796,"be, it is (copula, with noun)",Perge_Tegu,=ẁ
1797,"be, it is (copula, with noun)",Tiranige,=ẁⁿ
1798,"be, it is (copula, with noun)",Togo_Kan,=ì:
1799,"be, it is (copula, with noun)",Togo_Kan,=y
1800,"be, it is (copula, with noun)",Tommo_So,ɲ
1801,"be, it is (copula, with noun)",Yorno_So,=y
1802,"be, it is (copula, with noun)",Donno_So,=ŋ
1803,because,Bangime,kà jéró
1804,because,Bankan_Tey,sábù
1805,because,Ben_Tey,sábù dèy
1806,because,Jamsay_Douentza,sábù
1807,because,Mombo,nɛ́:lá nâw
1808,because,Najamba,sábù
1809,because,Najamba,sàbù dé
1810,because,Nanga,dɛ̀rⁿí
1811,because,Nanga,ságù
1812,because,Perge_Tegu,bàyⁿ
1813,because,Perge_Tegu,sábù dèy
1814,because,Togo_Kan,sábú dè
1815,because,Tommo_So,gɛ díɛ́
1816,because,Toro_Tegu,sábì
1817,because,Toro_Tegu,sàbì déy
1818,because,Toro_Tegu,sábù
1819,because,Toro_Tegu,sàbù dé
1820,because,Toro_Tegu,sàbù déy
1821,because,Yanda_Dom,dàn
1822,because,Yorno_So,sàbù
1823,because,Donno_So,sà:bù lè
1824,"become __ (with expressive adverbial, e.g. bě:-)",Ampari,nɔ̂:
1825,"become __ (with expressive adverbial, e.g. bě:-)",Ben_Tey,bě
1826,"become __ (with expressive adverbial, e.g. bě:-)",Bunoge,bílè
1827,"become __ (with expressive adverbial, e.g. bě:-)",Jamsay_Douentza,bě:
1828,"become __ (with expressive adverbial, e.g. bě:-)",Nanga,bě:
1829,"become __ (with expressive adverbial, e.g. bě:-)",Tebul_Ure,bě
1830,"become __ (with expressive adverbial, e.g. bě:-)",Tiranige,bíló
1831,"become __ (with expressive adverbial, e.g. bě:-)",Togo_Kan,kɛ́:
1832,"become __ (with expressive adverbial, e.g. bě:-)",Tomo_Kan_Segue,kwí
1833,"become __ (with expressive adverbial, e.g. bě:-)",Yanda_Dom,bìyàlí
1834,"become __ (with expressive adverbial, e.g. bě:-)",Yanda_Dom,bìyɛ́
1835,"become __ (with expressive adverbial, e.g. bě:-)",Yorno_So,bɛ̌:-
1836,"become __ (with expressive adverbial, e.g. bě:-)",Yorno_So,bǐ:
1837,"become __ (with expressive adverbial, e.g. bě:-)",Donno_So,bɛ̌:
1838,"become __ (with expressive adverbial, e.g. bě:-)",Donno_So,bí-ỳ
1839,"behind, at the rear of (sth)",Bankan_Tey,túndù wò
1840,"behind, at the rear of (sth)",Ben_Tey,wò
1841,"behind, at the rear of (sth)",Bunoge,ndò
1842,"behind, at the rear of (sth)",Jamsay_Douentza,gùndùró lé
1843,"behind, at the rear of (sth)",Jamsay_Douentza,lé
1844,"behind, at the rear of (sth)",Mombo,túndú ńdà
1845,"behind, at the rear of (sth)",Najamba,mà
1846,"behind, at the rear of (sth)",Nanga,gò
1847,"behind, at the rear of (sth)",Penange,túndù bà
1848,"behind, at the rear of (sth)",Perge_Tegu,tùlû:
1849,"behind, at the rear of (sth)",Tebul_Ure,nɛ̀
1850,"behind, at the rear of (sth)",Tiranige,ŋà
1851,"behind, at the rear of (sth)",Togo_Kan,dógò
1852,"behind, at the rear of (sth)",Tommo_So,ònnú nɛ
1853,"behind, at the rear of (sth)",Toro_Tegu,pɛ́rà
1854,"behind, at the rear of (sth)",Yanda_Dom,bà
1855,"behind, at the rear of (sth)",Yorno_So,ǹ
1856,"behind, at the rear of (sth)",Dogul_Dom,ǹdɔ̀-ŋ̀ dà:
1857,"behind, at the rear of (sth)",Donno_So,ùnnɔ̀=ɔ̀ rà:
1858,belly,Ampari,kwé:
1859,belly,Bangime,kǒrɛ̀é
1860,belly,Bankan_Tey,pìré
1861,belly,Ben_Tey,pìré
1862,belly,Bunoge,dólè
1863,belly,Dogul_Dom,bɛ̀rɔ́
1864,belly,Gourou,bɛ̀rɛ́
1865,belly,Jamsay_Douentza,bɛ̀rɛ́
1866,belly,Mombo,píjí
1867,belly,Najamba,kûl
1868,belly,Nanga,bèndé
1869,belly,Penange,jàŋgà
1870,belly,Perge_Tegu,bɛ̀rɛ́
1871,belly,Sangha_So,bɛ̀rɛ́
1872,belly,Tebul_Ure,bèrǎ:
1873,belly,Tiranige,pìndì
1874,belly,Togo_Kan,bǐn
1875,belly,Togo_Kan,bìní
1876,belly,Tommo_So,bɛ̀rɛ́
1877,belly,Tomo_Kan_Diangassagou,bìnì
1878,belly,Tomo_Kan_Segue,bìndì
1879,belly,Toro_Tegu,bèté
1880,belly,Toro_Tegu,pùró
1881,belly,Yanda_Dom,bɛ̀dɛ̀
1882,belly,Yorno_So,bɛ̀rɛ́
1883,belly,Donno_So,bɛ̀rɛ̀-bɛ̀rɛ́
1884,"beside, at the side of (sth)",Ampari,jéŋ gà
1885,"beside, at the side of (sth)",Bankan_Tey,kérì wò
1886,"beside, at the side of (sth)",Bankan_Tey,cérì wò
1887,"beside, at the side of (sth)",Ben_Tey,wò
1888,"beside, at the side of (sth)",Bunoge,kúmà
1889,"beside, at the side of (sth)",Jamsay_Douentza,dì:ⁿ
1890,"beside, at the side of (sth)",Jamsay_Douentza,dójù
1891,"beside, at the side of (sth)",Jamsay_Douentza,pènèkû:ⁿ
1892,"beside, at the side of (sth)",Jamsay_Douentza,pènê:
1893,"beside, at the side of (sth)",Mombo,báŋgù:ⁿ
1894,"beside, at the side of (sth)",Najamba,sɔ̀n
1895,"beside, at the side of (sth)",Nanga,gò
1896,"beside, at the side of (sth)",Penange,pá ŋ̀
1897,"beside, at the side of (sth)",Perge_Tegu,bélè
1898,"beside, at the side of (sth)",Tebul_Ure,nɛ̀
1899,"beside, at the side of (sth)",Tiranige,ŋà
1900,"beside, at the side of (sth)",Togo_Kan,bɛ́:gɛ̀rɛ̀
1901,"beside, at the side of (sth)",Tommo_So,dúú nɛ
1902,"beside, at the side of (sth)",Tommo_So,táŋá nɛ
1903,"beside, at the side of (sth)",Toro_Tegu,kù
1904,"beside, at the side of (sth)",Yanda_Dom,bà
1905,"beside, at the side of (sth)",Yorno_So,n
1906,"beside, at the side of (sth)",Dogul_Dom,bòmbò là:
1907,"beside, at the side of (sth)",Donno_So,bòmbùrù dà:
1908,between ... and ...,Ampari,kàdárà gà
1909,between ... and ...,Bankan_Tey,gándù wó
1910,between ... and ...,Ben_Tey,bɛ̀rcɛ́là
1911,between ... and ...,Ben_Tey,wò
1912,between ... and ...,Bunoge,bèlàŋgánà
1913,between ... and ...,Gourou,gǎn
1914,between ... and ...,Jamsay_Douentza,gìgǎn
1915,between ... and ...,Jamsay_Douentza,mà gǎǹ:
1916,between ... and ...,Mombo,bíláŋgà
1917,between ... and ...,Najamba,bènàn mà
1918,between ... and ...,Nanga,gà
1919,between ... and ...,Penange,ná: ŋ̀
1920,between ... and ...,Perge_Tegu,wà gàlû:
1921,between ... and ...,Tebul_Ure,nɛ̀
1922,between ... and ...,Tiranige,ŋà
1923,between ... and ...,Togo_Kan,gân
1924,between ... and ...,Tommo_So,dɔ́lú
1925,between ... and ...,Tommo_So,gɛ=le gɛ=le mìmìnnɛ́
1926,between ... and ...,Toro_Tegu,zákà
1927,between ... and ...,Yanda_Dom,bèrⁿà nà
1928,between ... and ...,Yorno_So,bèmnà: nɛ̀
1929,"big, large",Ampari,dògò
1930,"big, large",Bangime,boɡo
1931,"big, large",Bangime,bɔr̃o
1932,"big, large",Bankan_Tey,díyⁿàm
1933,"big, large",Bankan_Tey,díyⁿàwⁿ
1934,"big, large",Ben_Tey,díyⁿà
1935,"big, large",Ben_Tey,díyⁿàm
1936,"big, large",Ben_Tey,díyⁿàw
1937,"big, large",Bunoge,bàyⁿ
1938,"big, large",Bunoge,bìgì
1939,"big, large",Dogul_Dom,bìnú
1940,"big, large",Gourou,gàrá
1941,"big, large",Jamsay_Douentza,gàrá
1942,"big, large",Jamsay_Mondoro,gàrá
1943,"big, large",Mombo,bâyⁿ
1944,"big, large",Najamba,gìndɛ́:
1945,"big, large",Najamba,gìndɔ́:
1946,"big, large",Nanga,dùgí
1947,"big, large",Penange,bàyⁿ
1948,"big, large",Perge_Tegu,démbéré
1949,"big, large",Sangha_So,dìjɛ́
1950,"big, large",Sangha_So,gáá
1951,"big, large",Sangha_So,póó
1952,"big, large",Tebul_Ure,bìné:
1953,"big, large",Tebul_Ure,bǐnmbɔ́
1954,"big, large",Tebul_Ure,dɛ́
1955,"big, large",Tebul_Ure,dɛ́mbɔ́
1956,"big, large",Tebul_Ure,dɛ́ŋgɛ́
1957,"big, large",Tiranige,báy
1958,"big, large",Togo_Kan,gàrá
1959,"big, large",Togo_Kan,káŋ
1960,"big, large",Togo_Kan,márⁿá
1961,"big, large",Tommo_So,díɛ́
1962,"big, large",Tommo_So,gáá
1963,"big, large",Tommo_So,póó
1964,"big, large",Toro_Tegu,ná:
1965,"big, large",Toro_Tegu,sɛ́w
1966,"big, large",Yanda_Dom,dìyá
1967,"big, large",Yorno_So,dɛ̂:
1968,"big, large",Yorno_So,dùgú
1969,"big, large",Donno_So,pô:
1970,bird (any),Bangime,dɔ́réɛ̀
1971,bird (any),Bankan_Tey,nǐ:
1972,bird (any),Bankan_Tey,nǐ:m
1973,bird (any),Ben_Tey,nì:yⁿîm
1974,bird (any),Ben_Tey,nì:yⁿî:
1975,bird (any),Bunoge,ní:bè
1976,bird (any),Dogul_Dom,lègèègú
1977,bird (any),Dogul_Dom,nègèègú
1978,bird (any),Jamsay_Douentza,sàjú
1979,bird (any),Jamsay_Douentza,sà:jî:ⁿ
1980,bird (any),Jamsay_Mondoro,sàjú
1981,bird (any),Mombo,ìní
1982,bird (any),Najamba,nǐ:
1983,bird (any),Najamba,nì:mbó
1984,bird (any),Nanga,lì:gí
1985,bird (any),Penange,nèjjé
1986,bird (any),Perge_Tegu,sàsǎy
1987,bird (any),Sangha_So,sàsáá
1988,bird (any),Tebul_Ure,àdé
1989,bird (any),Tebul_Ure,àdùmbó
1990,bird (any),Tiranige,níyè
1991,bird (any),Togo_Kan,sàjú
1992,bird (any),Tommo_So,sàdàá
1993,bird (any),Tomo_Kan_Diangassagou,sàjù
1994,bird (any),Tomo_Kan_Segue,sàjù
1995,bird (any),Toro_Tegu,sǎy
1996,bird (any),Yanda_Dom,àɲàn
1997,bird (any),Yanda_Dom,mù
1998,bird (any),Yorno_So,sìsǎ:
1999,bird (any),Donno_So,sàdâ:
2000,bitter (in taste),Bangime,sĩ́ĩ̀
2001,bitter (in taste),Bankan_Tey,gàrǔm
2002,bitter (in taste),Ben_Tey,gárìm
2003,bitter (in taste),Ben_Tey,gárùm
2004,bitter (in taste),Bunoge,kàrkàrgà
2005,bitter (in taste),Dogul_Dom,gállá
2006,bitter (in taste),Gourou,gé:rù
2007,bitter (in taste),Jamsay_Douentza,jé:rù
2008,bitter (in taste),Jamsay_Mondoro,jé:rù
2009,bitter (in taste),Mombo,kárákárá kánní
2010,bitter (in taste),Najamba,gàlíyè
2011,bitter (in taste),Najamba,gàlúŋgò
2012,bitter (in taste),Nanga,gárî
2013,bitter (in taste),Penange,gà:là
2014,bitter (in taste),Penange,kárákárá
2015,bitter (in taste),Perge_Tegu,gérù
2016,bitter (in taste),Togo_Kan,kágárá
2017,bitter (in taste),Tommo_So,gálálú
2018,bitter (in taste),Toro_Tegu,gòlú
2019,bitter (in taste),Yanda_Dom,gàl
2020,bitter (in taste),Yorno_So,gálàl
2021,bitter (in taste),Tebul_Ure,gálɛ̀:
2022,bitter (in taste),Tebul_Ure,gál-ŋgɔ̀
2023,bitter (in taste),Donno_So,gàllú
2024,"black, dark",Ampari,kòrò
2025,"black, dark",Bangime,póɔ́rè
2026,"black, dark",Bankan_Tey,jɛ̀mɛ̂yⁿ
2027,"black, dark",Ben_Tey,jéwⁿèyè
2028,"black, dark",Ben_Tey,jéwⁿèm
2029,"black, dark",Ben_Tey,jéwⁿèwⁿ
2030,"black, dark",Bunoge,yɔ̀:lɛ̀
2031,"black, dark",Dogul_Dom,gɛ́mɛ̀ŋ
2032,"black, dark",Gourou,gɛ́m
2033,"black, dark",Jamsay_Douentza,jɛ́m
2034,"black, dark",Jamsay_Mondoro,jɛ́m
2035,"black, dark",Mombo,wɛ́rɛ́dɛ́
2036,"black, dark",Najamba,jɛ́mɛ̀
2037,"black, dark",Najamba,jɛ́mɛ̀ŋgò
2038,"black, dark",Nanga,jɛ́mí
2039,"black, dark",Penange,yɔ̀rdɛ̀
2040,"black, dark",Perge_Tegu,jém
2041,"black, dark",Sangha_So,gɛ́wⁿ
2042,"black, dark",Tebul_Ure,jɛ́mbɔ̀
2043,"black, dark",Tebul_Ure,jɛ́mɛ̀:
2044,"black, dark",Tebul_Ure,jɛ́mgɔ̀
2045,"black, dark",Tiranige,jɛ́mɛ́
2046,"black, dark",Togo_Kan,gɛ́ⁿ
2047,"black, dark",Tommo_So,gɛ́m
2048,"black, dark",Toro_Tegu,jɛ́m
2049,"black, dark",Yanda_Dom,jèmɛ́
2050,"black, dark",Yorno_So,gɛ́m
2051,"black, dark",Donno_So,gɛ̂ŋ
2052,"blacksmith, member of blacksmith caste",Bangime,tw̃ɔ̀ɔ́
2053,"blacksmith, member of blacksmith caste",Bankan_Tey,zɛ́mbɛ̀
2054,"blacksmith, member of blacksmith caste",Bankan_Tey,zɛ́mbɛ̀m
2055,"blacksmith, member of blacksmith caste",Ben_Tey,jɛ́mbɛ̌m
2056,"blacksmith, member of blacksmith caste",Ben_Tey,jɛ́mbɛ̌:
2057,"blacksmith, member of blacksmith caste",Bunoge,kɔ́:nɔ̀
2058,"blacksmith, member of blacksmith caste",Dogul_Dom,írɛ̀
2059,"blacksmith, member of blacksmith caste",Gourou,zɛ́mɛ̀n
2060,"blacksmith, member of blacksmith caste",Jamsay_Douentza,jɛ́mɛ̀n
2061,"blacksmith, member of blacksmith caste",Jamsay_Mondoro,jɛ́mɛ̀n
2062,"blacksmith, member of blacksmith caste",Mombo,dɛ́mbɛ́
2063,"blacksmith, member of blacksmith caste",Najamba,dùbé
2064,"blacksmith, member of blacksmith caste",Najamba,dùbú:
2065,"blacksmith, member of blacksmith caste",Nanga,jɛ́mbɛ̀
2066,"blacksmith, member of blacksmith caste",Penange,dɛ́mbɛ́
